,index,text,category,explanation
1673,1673,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,spam,Urgent spam message about winning a prize.
1674,1674,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,spam,Spam message providing a password.
1675,1675,Nah dub but je still buff,ham,Casual conversation about someone.
1676,1676,"Painful words- ""I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside..""",ham,Emotional reflection on happiness.
1677,1677,"Yeah, that's fine! It's £6 to get in, is that ok?",ham,Confirmation about an entry fee.
1678,1678,Lol where do u come up with these ideas?,ham,Casual inquiry about someone's creativity.
1679,1679,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",ham,Philosophical message about relationships.
1680,1680,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...",ham,Casual conversation about song dedication.
1681,1681,Okay... We wait ah,ham,Simple response indicating waiting.
1682,1682,Y lei?,ham,Casual inquiry.
1683,1683,HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX,ham,Personal message expressing affection.
1684,1684,Already am squatting is the new way of walking,ham,Casual statement about walking.
1685,1685,Do you want bold 2 or bb torch,ham,Inquiry about preferences.
1686,1686,Cramps stopped. Going back to sleep,ham,Personal update on health.
1687,1687,todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award,spam,Promotional message about a prize.
1688,1688,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,spam,Advertisement for ringtone subscription.
1689,1689,Nan sonathaya soladha. Why boss?,ham,Casual conversation.
1690,1690,Bring tat cd don forget,ham,Reminder about a CD.
1691,1691,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,spam,Quiz promotion with a prize.
1692,1692,I don't know but I'm raping dudes at poker,ham,Casual statement about poker.
1693,1693,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.,spam,Weight loss and money-making advertisement.
1694,1694,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,ham,Friendly inquiry about plans.
1695,1695,Ü eatin later but i'm eatin wif my frens now lei... Ü going home first?,ham,Casual conversation about eating.
1696,1696,Finish already... Yar they keep saying i mushy... I so embarrassed ok...,ham,Personal update about feelings.
1697,1697,"Sorry man, my stash ran dry last night and I can't pick up more until sunday",ham,Personal message about availability.
1698,1698,Hai priya are you right. What doctor said pa. Where are you.,ham,Concerned inquiry about someone's health.
1699,1699,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.",spam,Notification about service delivery failure.
1700,1700,Ok...,ham,Simple acknowledgment.
1701,1701,Please ask mummy to call father,ham,Request for communication.
1702,1702,Can come my room but cannot come my house cos my house still messy... Haha...,ham,Casual invitation with a reason.
1703,1703,I have lost 10 kilos as of today!,ham,Personal achievement update.
1704,1704,Just taste fish curry :-P,ham,Casual statement about food.
1705,1705,What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip & don't worry.,ham,Update about traffic situation.
1706,1706,Yun ah.now ü wkg where?btw if ü go nus sc. Ü wana specialise in wad?,ham,Inquiry about work and studies.
1707,1707,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...,ham,Personal message about relationships.
1708,1708,Was doing my test earlier. I appreciate you. Will call you tomorrow.,ham,Friendly message about appreciation.
1709,1709,"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?",ham,Romantic inquiry about someone's feelings.
1710,1710,U meet other fren dun wan meet me ah... Muz b a guy rite...,ham,Casual conversation about meeting friends.
1711,1711,"(No promises on when though, haven't even gotten dinner yet)",ham,Informal chat about dinner plans.
1712,1712,I got your back! Do you have any dislikes in bed?,ham,Personal conversation about preferences.
1713,1713,o turns out i had stereo love on mi phone under the unknown album.,ham,Discussion about music on phone.
1714,1714,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,spam,Promotional message for a chat service.
1715,1715,Yeah I don't see why not,ham,Agreement in a casual conversation.
1716,1716,Asking do u knw them or nt? May be ur frnds or classmates?,ham,Inquiry about mutual acquaintances.
1717,1717,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!",ham,Apology and request to talk later.
1718,1718,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.,spam,Advertisement for a concert and ticket promotion.
1719,1719,"As in missionary hook up, doggy hook up, standing...|",ham,Discussion about intimate positions.
1720,1720,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..,ham,Casual reminder to sleep.
1721,1721,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",ham,Philosophical statement about relationships.
1722,1722,Am watching house – very entertaining – am getting the whole hugh laurie thing – even with the stick – indeed especially with the stick.,ham,Commentary on a TV show.
1723,1723,Thought praps you meant another one. Goodo! I'll look tomorrow,ham,Response about a previous conversation.
1724,1724,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur rents mayb interested in it, I hav 12,000pes, so around £48, tb, James.",spam,Message about selling currency.
1725,1725,There bold 2  &lt;#&gt; . Is that yours,ham,Casual inquiry about an item.
1726,1726,You know there is. I shall speak to you in  &lt;#&gt;  minutes then,ham,Setting a time to talk.
1727,1727,ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.,ham,Friendly message about evening plans.
1728,1728,I went to project centre,ham,Simple statement about location.
1729,1729,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,spam,Notification about a callertune service.
1730,1730,Lol yeah at this point I guess not,ham,Light-hearted response.
1731,1731,Doing project w frens lor.,ham,Casual update about working on a project.
1732,1732,Lol. Well quality aint bad at all so i aint complaining,ham,Comment on quality of something.
1733,1733,"K, can that happen tonight?",ham,Request to arrange a meeting.
1734,1734,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive £5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",spam,Spam message about a prize draw.
1735,1735,"I think we're going to finn's now, come",ham,Invitation to join a gathering.
1736,1736,Why tired what special there you had,ham,Inquiry about someone's tiredness.
1737,1737,I will come tomorrow di,ham,Confirmation of plans to visit.
1738,1738,I cant pick the phone right now. Pls send a message,ham,Notification of unavailability.
1739,1739,K go and sleep well. Take rest:-).,ham,Friendly wish for good rest.
1740,1740,U guys never invite me anywhere :(,ham,Expresses feelings of exclusion.
1741,1741,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117,spam,Promotional message for a cruise offer.
1742,1742,I can do that! I want to please you both inside and outside the bedroom...,ham,Personal message expressing intimacy.
1743,1743,EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.,ham,Casual message checking on a friend.
1744,1744,I love to wine and dine my lady!,ham,Romantic expression of affection.
1745,1745,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,spam,Dating service spam message.
1746,1746,"I’m cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.",ham,Personal update about a busy week.
1747,1747,I don know account details..i will ask my mom and send you.my mom is out of reach now.,ham,Informal message about account details.
1748,1748,I think u have the wrong number.,ham,Clarification about a misdial.
1749,1749,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:),ham,Positive motivational message.
1750,1750,DO NOT B LATE LOVE MUM,ham,Reminder from a family member.
1751,1751,Got it..mail panren paru..,ham,Casual confirmation of a message.
1752,1752,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,ham,Casual conversation about belongings.
1753,1753,Give one miss from that number please,ham,Request regarding a phone number.
1754,1754,Jus came back fr lunch wif my sis only. U leh?,ham,Casual update about lunch.
1755,1755,How is your schedule next week? I am out of town this weekend.,ham,Inquiry about future plans.
1756,1756,Really good:)dhanush rocks once again:),ham,Positive comment about a person.
1757,1757,Lmao ok I wont be needing u to do my hair anymore.,ham,Casual message about hair.
1758,1758,"Miss ya, need ya, want ya, love ya.",ham,Expression of affection.
1759,1759,Sorry i'm not free...,ham,Polite decline of an invitation.
1760,1760,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?,ham,Casual question about music.
1761,1761,Nt yet chikku..simple habba..hw abt u?,ham,Casual conversation with a friend.
1762,1762,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.",ham,Gratitude and future plans.
