text,category,explanation,rating,rating_reason,suggested_instruction
I'll text you when I drop x off,ham,Simple message about coordinating plans.,4,Correct category based on clear explanation.,Identify messages about personal arrangements.
Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap,ham,Personal expression of tiredness and desire for rest.,4,Correct category based on clear explanation.,Recognize emotional expressions in personal messages.
Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,ham,Inspirational quote encouraging self-reflection.,4,Correct category based on clear explanation.,Identify motivational or reflective content.
"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",spam,Promotional message with a chance to win prizes.,4,Correct category based on clear explanation.,Look for phrases indicating contests or promotions.
Are you in castor? You need to see something,ham,Casual inquiry about someone's location.,4,Correct category based on clear explanation.,Identify casual inquiries in personal messages.
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,spam,Quiz promotion with a prize and a call to action.,4,Correct category based on clear explanation.,Recognize quiz-related promotional content.
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,spam,Message claiming secret admirer with a call to action.,4,Correct category based on clear explanation.,Identify messages claiming personal interest for promotion.
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,spam,"Similar to previous, promotional for secret admirer.",4,Correct category based on clear explanation.,Look for repeated themes in promotional messages.
Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,spam,Reminder message for unpaid content download.,4,Correct category based on clear explanation.,Identify reminders related to purchases.
"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.",ham,Concerned message about curfew and responsibilities.,4,Correct category based on clear explanation.,Recognize messages expressing concern for others.
I love to give massages. I use lots of baby oil... What is your fave position?,ham,Personal message discussing preferences.,4,Correct category based on clear explanation.,Identify personal discussions about preferences.
Dude we should go sup again,ham,Casual suggestion to hang out.,4,Correct category based on clear explanation.,Look for casual invitations in messages.
Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive,ham,Request for technical help.,4,Correct category based on clear explanation.,Identify requests for assistance in messages.
Gibbs unsold.mike hussey,ham,Casual mention of sports or news.,4,Correct category based on clear explanation.,Recognize casual references to current events.
I like to talk pa but am not able to. I dont know y.,ham,Personal message expressing difficulty in communication.,4,Correct category based on clear explanation.,Identify expressions of personal challenges.
Y dun cut too short leh. U dun like ah? She failed. She's quite sad.,ham,Casual conversation about a haircut.,4,Correct category based on clear explanation.,Look for casual discussions about personal experiences.
You unbelievable faglord,ham,"Insulting message, likely personal.",4,Correct category based on clear explanation.,Identify messages with strong emotional language.
Wife.how she knew the time of murder exactly,ham,Inquiry about a specific situation.,4,Correct category based on clear explanation.,Recognize inquiries about specific events.
Why do you ask princess?,ham,Casual response to a question.,4,Correct category based on clear explanation.,Identify casual responses in conversations.
I am great princess! What are you thinking about me? :),ham,Friendly message expressing interest.,4,Correct category based on clear explanation.,Look for friendly expressions of interest.
Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you,ham,Playful or teasing message.,4,Correct category based on clear explanation.,Identify playful language in messages.
It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.,ham,Message expressing boredom and seeking conversation.,4,Correct category based on clear explanation.,Recognize expressions of boredom and desire for interaction.
Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;,ham,Concern about someone's schedule.,4,Correct category based on clear explanation.,Identify messages expressing concern for others' schedules.
"Superb Thought- ""Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today."":-)",ham,Inspirational message about gratitude.,4,Correct category based on clear explanation.,Look for motivational content in messages.
Hope you are having a good week. Just checking in,ham,Friendly check-in message.,4,Correct category based on clear explanation.,Identify friendly check-in messages.
"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment.",ham,Personal message about career concerns.,4,Correct category based on clear explanation.,Recognize messages discussing personal career issues.
"Thursday night? Yeah, sure thing, we'll work it out then",ham,Casual agreement to make plans.,4,Correct category based on clear explanation.,Identify casual agreements in conversations.
"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",spam,Promotional message for ringtones and services.,4,Correct category based on clear explanation.,Ensure clear identification of promotional content.
Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,ham,Personal message about financial concerns.,4,Correct category based on clear explanation.,Focus on personal context for accurate classification.
How is it possible to teach you. And where.,ham,Inquiry about teaching methods.,4,Correct category based on clear explanation.,Clarify inquiries for better classification.
"I wonder if your phone battery went dead ? I had to tell you, I love you babe",ham,Casual message expressing love and concern.,4,Correct category based on clear explanation.,Identify emotional context in messages.
Lovely smell on this bus and it ain't tobacco...,ham,Casual observation about the environment.,4,Correct category based on clear explanation.,Recognize casual observations for accurate classification.
